iso	lang	lat	area	language	glottocode
khx	28.10169	-1.82559	Africa	Kanu	kanu1278
khy	24.30977	0.36906	Africa	Kele-Foma	kele1255
khz	147.94966	-10.13422	Papua	Keapara	keap1239
khp	139.76623	-3.52696	Papua	Kapori	kapo1250
khq	-3.73962	16.19202	Africa	Koyra Chiini Songhay	koyr1240
khr	84.39219	22.35712	Eurasia	Kharia	khar1287
khs	142.99338	-6.64861	Papua	Kasua	kasu1251
kht	97.035915	27.6653	Eurasia	Khamti	kham1290
khu	13.97037	-15.41256	Africa	Nkhumbi	nkhu1238
khv	45.99765	42.27434	Eurasia	Khwarshi-Inkhoqwari	khva1239
khw	72.0	36.0	Eurasia	Khowar	khow1242
khh	136.13974	-3.19328	Papua	Kehu	kehu1238
khj	7.96524	10.14852	Africa	Kuturmi	kutu1262
khk	106.288735	48.32397	Eurasia	Halh Mongolian	halh1238
khl	149.14807	-5.55033	Papua	Lusi	lusi1240
khm	105.015373333	12.05155	Eurasia	Central Khmer	cent1989
khn	74.14197	21.31807	Eurasia	Khandesi	khan1272
kho			Eurasia	Khotanese	khot1251
kha	91.999805	24.97703	Eurasia	Khasi	khas1269
khb	101.281582	21.032106	Eurasia	Lu	luuu1242
khc	123.57825	-5.30994	Papua	Tukang Besi North	tuka1248
khd	140.75291	-8.85301	Papua	Ngkontar Baedi	badi1247
khe	140.04726	-5.26952	Papua	Korowai	koro1312
khf	101.326945	21.07928	Eurasia	Khuen	khue1238
khg	91.70618	31.93126	Eurasia	Khams Tibetan	kham1282
xkj	53.47846	35.89886	Eurasia	Kajali	kaja1247
xkk	107.25745	13.82736	Eurasia	Kaco'	kaco1239
xkh	-57.87162	-1.29991	South America	Karahawyana	kara1475
xki	37.19953	-1.00166	Africa	Kenya-Somali Sign Language	keny1241
xkn	115.82727	1.78269	Papua	Kayan River Kayan	kaya1325
xko	101.21064	21.06837	Eurasia	Kiorr	kior1239
xkl	114.0389	3.54443	Papua	Usun Apau Kenyah	main1275
xkb	1.69523	8.83338	Africa	Manigri-Kambole Ede Nago	mani1294
xkc	48.62115	36.89973	Eurasia	Kho'ini	khoi1250
xka	72.05328	35.3651	Eurasia	Kalkoti	kalk1245
xkf	90.86331	27.08785	Eurasia	Khengkha	khen1241
xkg	-9.96404	14.05464	Africa	Kagoro	kago1248
xkd	113.28555	0.98794	Papua	Mendalam Kayan	mend1267
xke	113.64401	0.64649	Papua	Kereho	kere1285
xkz	90.98223	27.53654	Eurasia	Kurtokha	kurt1248
xkx	149.90664	-6.15563	Papua	Karore	karo1298
xky	114.2046	2.14141	Papua	Uma' Lasan	umal1239
xkr	-46.99999	-18.99999	South America	Xakriaba	xakr1238
xks	123.15407	-5.34485	Papua	Kumbewaha	kumb1274
xkp	49.76025	37.05288	Eurasia	Kabatei	kaba1276
xkq	121.97686	-2.6367	Papua	Koroni	koro1311
xkv	22.72016	-25.9208	Africa	Kgalagadi	kgal1244
xkw	140.4344	-3.89065	Papua	Kembra	kemb1250
xkt	-1.928075	10.970305	Africa	Kantosi	kant1249
xku	13.28397	-4.0409	Africa	Kaamba	kaam1238
nxu	139.87558	-3.43594	Papua	Narau	nara1265
nxq			Eurasia	Naxi	naxi1245
nxr	141.15811	-5.43194	Papua	Ninggerum	ning1274
nxx	140.72696	-2.65036	Papua	Nafri	nafr1241
nxe	121.30956	-8.70513	Papua	Nage	nage1237
nxd	22.62315	-0.14363	Africa	Ngando-Lalia	ngan1302
nxg	120.97588	-8.79508	Papua	Ngad'a	ngad1261
nxa	126.74064	-8.70733	Papua	Nauete	naue1237
nxm			Africa	Numidian	numi1241
nxl	129.14752	-3.23411	Papua	South Nuaulu	sout2895
nxo			Africa	Ndambomo	ndam1254
nxn	141.47104	-19.44839	Australia	Ngawun	ngaw1240
nxi	36.31156	-11.25694	Africa	Nindi	nind1242
osx			Eurasia	Old Saxon	olds1250
osp			Eurasia	Old Spanish	olds1249
oss	43.26738	41.78816	Eurasia	Iron Ossetian	iron1242
osu	141.85212	-3.41913	Papua	Southern One	sout2932
ost	9.80188	6.20829	Africa	Osatu	osat1238
NOCODE_Tolai-Nakanai-Trade			Papua	Tolai-Nakanai-Trade	tola1236
osi	114.29235	-8.25262	Papua	Osing	osin1237
tke	36.24898	-16.22762	Africa	Takwane	takw1238
oso	6.21509	7.42868	Africa	Ososo	osos1238
osa	-96.29489	36.78282	North America	Osage	osag1243
tkb	79.42331	29.0853	Eurasia	Buksa	buks1238
osc			Eurasia	Oscan	osca1245
ver	12.74729	8.8658	Africa	Mom Jango	momj1237
vep	34.7865	60.33531	Eurasia	Veps	veps1250
tka	-38.99999	-8.49999	South America	Truka	truk1242
tkn	128.96117	27.77365	Eurasia	Toku-No-Shima	toku1246
ved	81.26177	6.97396	Eurasia	Veddah	vedd1240
NOCODE_Shang			Africa	Shang	shan1278
vec	13.034455	45.40985	Eurasia	Venetian	vene1258
ven	29.952345	-22.187955	Africa	Venda	vend1245
veo	-119.034576	34.176135	North America	Ventureno	vent1242
vel	5.94408	52.27016	Eurasia	NA	NA
vem	13.66327	10.830135	Africa	Vemgo-Mabas	vemg1240
lra	109.538965	1.270265	Papua	Rara Bakati'	rara1235
lrc	47.91602	32.54384	Eurasia	Northern Luri	nort2645
nlz	165.8	-10.8	Papua	Nalogo	nalo1235
lre	-72.5	45.33	North America	Laurentian	laur1250
lrg	130.92221	-12.4111	Australia	Laragia	lara1258
lri			Africa	Marachi	mara1393
lrk	68.715	26.095	Eurasia	Loarki	loar1234
lrm			Africa	Marama	mara1392
lrl	54.63449	27.6436	Eurasia	Larestani	lari1253
lro	30.38236	11.39154	Africa	Laru (North Sudan)	laro1243
lrn	134.40953	-6.30338	Papua	Lorang	lora1237
lrr	87.39592	26.93197	Eurasia	Southern Yamphu	sout2734
lrt	122.7619	-8.4746	Papua	Larantuka Malay	lara1260
lrv	167.38662	-16.19708	Papua	Larevat	lare1249
lrz	167.435503	-13.74272	Papua	Lemerig	leme1238
tkv			Papua	Mur Pano	murp1234
tkt	80.89308	28.58666	Eurasia	Kathoriya Tharu	kath1250
tkr	46.88585	41.59156	Eurasia	Tsakhur	tsak1249
tks	47.99538	38.19713	Eurasia	Takestani	take1255
tkp	168.8223	-12.27661	Papua	Tikopia	tiko1237
NOCODE_South-Eastern-Tasmanian-Hinterland	146.885376	-42.988576	Australia	South-Eastern-Tasmanian-Hinterland	sout1439
zrs	134.07073	-3.4511	Papua	Mairasi	nucl1594
zrp	4.38771	45.56274	Eurasia	Zarphatic	zarp1238
zrg	81.33599	23.43055	Eurasia	Mirgan	mirg1238
tkx	140.26914	-5.13343	Papua	Tangko	tang1353
zro	-76.36398	-1.99871	South America	Zaparo	zapa1253
zrn	18.53737	12.22745	Africa	Zirenkel	zire1244
ydk	145.75776	-4.94044	Papua	Yoidik	yoid1240
ydg	71.50765	36.01403	Eurasia	Yidgha	yidg1240
ydd	19.42	51.75	Eurasia	Eastern Yiddish	east2295
yde	142.46152	-3.51156	Papua	Yangum Dey	yang1297
yds	34.78181	31.73421	Eurasia	Yiddish Sign Language	yidd1241
ipi	143.08884	-5.42586	Papua	Ipili	ipil1240
ipo	144.8632	-7.37424	Papua	Ipiko	ipik1244
NOCODE_Butler-English			Eurasia	Butler English	butl1235
dzl	91.37399	27.78546	Eurasia	Dzalakha	dzal1238
ygi				NA	NA
dzo	89.581604	27.410786	Eurasia	Dzongkha	dzon1239
gzn	127.97604	-0.42618	Papua	Gane	gane1237
gzi	49.45528	34.03574	Eurasia	Gazic	gazi1243
gza	35.13733	10.29907	Africa	Ganza	ganz1246
ssx	143.95093	-6.7028	Papua	Samberigi	samb1321
fpe	8.68929	3.53638	Africa	Pichi	fern1234
sst	145.03242	-6.08728	Papua	Sinasina	sina1271
ssl	-2.36423	10.85614	Africa	Western Sisaala	west2465
sso	142.04893	-3.01976	Papua	Sissano	siss1243
ssn	37.85681	0.55656	Africa	Waata	waat1238
ssh	56.171125	25.93902	Eurasia	Shihhi Arabic	shih1239
ttz	85.08175	28.47193	Eurasia	Tsum	tsum1240
tty	138.2874	-2.80285	Papua	Sikaritai	sika1263
tts	102.98638	14.32526	Eurasia	Northeastern Thai	nort2741
ttr	11.80953	11.0376	Africa	Tera	tera1251
ttq	4.47692	13.98783	Africa	Tawallammat Tamajaq	tawa1286
ttp	121.91495	-2.50998	Papua	Tombelala	tomb1245
ttw	114.82014	3.85226	Papua	Western Lowland Kenyah	long1406
ttv	146.88795	-2.18168	Papua	Titan	tita1241
ttu	155.49575	-6.19922	Papua	Torau	tora1259
ttt	49.33837	38.87186	Eurasia	Muslim Tat	musl1236
ttk	-76.63789	2.55149	South America	Totoro	toto1306
ttj	30.63887	0.57291	Africa	Tooro	toor1238
tti	140.71017	-2.56434	Papua	Tobati	toba1266
tth	107.056135	16.186515	Eurasia	Upper Ta'oih	uppe1406
tto	106.87347	15.9083	Eurasia	Lower Ta'oih	lowe1395
ttn	140.80325	-3.87428	Papua	Towei	towe1240
ttm	-136.64414	62.82351	North America	Northern Tutchone	nort2941
ttl	24.375105	-16.957495	Africa	Totela	tote1238
ttc	-92.11357	15.45991	North America	Tektiteko	tekt1235
ttb	11.96032	8.4809	Africa	Gaa	gaaa1245
tta	-78.75	37.67	North America	Tutelo	tute1247
ttg	114.63828	4.74327	Papua	Tutong	tuto1241
ttf	10.65924	4.65626	Africa	Tuotomb	tuot1238
tte	151.03439	-10.65985	Papua	Bwanabwana	bwan1241
ttd	147.09377	-8.3486	Papua	Tauade	taua1242
jig	133.65904	-17.16504	Australia	Jingulu	djin1251
jid	8.65697	9.05077	Africa	Bu	buuu1244
djr	135.59014	-12.02098	Australia	Djambarrpuyngu	djam1256
dju	143.24107	-4.51011	Papua	Kapriman	kapr1245
jic	-87.03719	14.66859	North America	Tol	toll1241
djw	123.1856	-16.41625	Australia	Djawi	djaw1238
jia	14.9611	11.35547	Africa	Jina	jina1244
jio	109.85372	18.55481	Eurasia	Jiamao	jiam1236
jil	145.70602	-5.56611	Papua	Jilim	jili1241
jim	13.52578	10.25105	Africa	Jimi (Cameroon)	jimi1254
jih	102.63	32.225	Eurasia	Stodsde	shan1274
jii	44.12938	1.84353	Africa	Jiiddu	jiid1238
jiv	-78.18923	-3.45136	South America	Shuar	shua1257
djc	18.79962	12.11866	Africa	Dar Daju Daju	dard1243
djb	134.96743	-12.93004	Australia	Djinba	djin1252
dje	2.41172666667	12.8553766667	Africa	Zarma	zarm1239
djd	130.0598	-15.05583	Australia	Jaminjung-Ngaliwurru	djam1255
djf	144.93245	-16.91051	Australia	Djangun	djan1238
dji	134.82031	-12.46201	Australia	Djinang	djin1253
djk	-54.641915	4.3126	South America	Aukan	ndyu1242
djj	134.09666	-12.01331	Australia	Djeebbana	djee1236
djm	-2.579995	14.1794	Africa	Jamsay Dogon	jams1239
djl	116.98858	-24.10724	Australia	NA	NA
djo	110.64722	0.29738	Papua	Jangkang	jang1257
djn	133.00152	-14.13608	Australia	Jawoyn	djau1244
nsy			Papua	Nasal	nasa1239
NOCODE_Amotomanco			North America	Amotomanco	amot1239
NOCODE_Tosu	102.083333	28.533333	Eurasia	Tosu	tosu1234
bly	1.27435	10.70255	Africa	Notre	notr1240
blx	120.182	14.96171	Papua	Mag-Indi Ayta	magi1241
blz	123.28932	-0.86809	Papua	Balantak	bala1315
blt	102.9279625	18.957235	Eurasia	Tai Dam	taid1247
blw	121.27186	17.09937	Papua	Balangao	bala1310
blv	15.0867	-10.35106	Africa	Kibala	bolo1261
blq	147.28194	-2.5604	Papua	Paluai	balu1257
blp	159.41863	-8.15058	Papua	Blablanga	blab1237
bls	119.68862	-0.05644	Papua	Balaesang	bala1314
blr	99.7404733333	22.0092033333	Eurasia	Blang	blan1242
blm	29.79543	6.40428	Africa	Beli (South Sudan)	beli1257
bll	-89.19508	31.31999	North America	Biloxi	bilo1248
blo	1.601685	9.11127	Africa	Anii	anii1245
bln	124.28969	13.69895	Papua	Coastal-Virac Bikol	sout2912
bli	18.09748	-1.38362	Africa	Bolia	boli1255
blh	-9.9765	7.54885	Africa	Kuwaa	kuwa1247
blk	97.596905	20.21099	Eurasia	Pa'o Karen	paok1235
blj	117.29306	2.75927	Papua	Bolongan	bolo1268
ble	-15.32209	11.82031	Africa	Balanta-Kentohe	bala1301
bld	123.88798	0.39044	Papua	Bolango	bola1252
hch	-104.06228	21.95399	North America	Huichol	huic1243
blf	121.51903	0.97727	Papua	Buol	buol1237
bla	-113.109275	49.066915	North America	Siksika	siks1238
blc	-126.68948	52.34481	North America	Bella Coola	bell1243
blb	156.66311	-7.92388	Papua	Bilua	bilu1245
onj	149.12064	-9.31824	Papua	Onjob	onjo1240
onk	141.87974	-3.32403	Papua	Kabore One	kabo1248
oni	132.06232	-2.75976	Papua	Onin	onin1245
onn	142.77582	-6.30876	Papua	Onobasulu	onob1238
ono	-78.04973	42.98638	North America	Onondaga	onon1246
onb	109.97126	19.86337	Eurasia	Western Ong-Be	ling1262
ona	-68.5	-54	South America	Selk'nam	onaa1245
ong	142.1308	-3.2929	Papua	Olo	oloo1241
one	-84.057715	43.77286	North America	Oneida	onei1249
onx	132.083	-2.83	Papua	Onin Pidgin	onin1237
onr	142.00599	-3.25535	Papua	Northern One	nort2907
ons	147.57908	-6.19223	Papua	Ono	onoo1246
onp	92.18383	27.7686	Eurasia	Sartang	sart1249
onw	31.748657	18.760713	Africa	Old Nubian	oldn1245
ont	145.76529	-6.45912	Papua	Ontenu	onte1239
onu	167.59921	-16.26379	Papua	Unua	unua1237
uky			Australia	Kuuk-Yak	kuuk1243
ukw	6.48559	5.78892	Africa	Ukwuani-Aboh-Ndoni	ukwu1241
uku	5.58213	7.48032	Africa	Ukue	ukue1238
fmu	80.47121	20.17542	Eurasia	Far Western Muria	farw1235
uks	-46.42134	-2.54091	South America	Urubu-Kaapor Sign Language	urub1243
ukr	24.395786	48.175842	Eurasia	Ukrainian	ukra1253
fmp	10.14425	5.18158	Africa	Fe'fe'	fefe1239
ukp	9.02603	6.52883	Africa	Ukpe-Bayobiri	ukpe1247
lnu	11.83779	9.75787	Africa	Longuda	long1389
ukl	30.55304	50.41113	Eurasia	Ukrainian Sign Language	ukra1235
ukh	16.26705	2.9095	Africa	Ukhwejo	ukhw1241
ukg	145.51442	-4.94407	Papua	Ukuriguma	ukur1240
lnw				NA	NA
uka	132.52827	-1.92547	Papua	Kaburi	kabu1249
NOCODE_Taimyr-Pidgin-Russian			Eurasia	Taimyr Pidgin Russian	taim1252
lnm	143.92483	-4.32557	Papua	Pondi	lang1328
rmc	20.312905	48.1967883333	Eurasia	Central Romani	carp1235
rma	-83.85714	11.50069	North America	Rama	rama1270
lni	155.74759	-6.43363	Papua	Daantanai'	daan1235
rmg	9.48913	62.62172	Eurasia	Traveller Norwegian	trav1236
sak	11.78704	0.25188	Africa	Sake	sake1247
saj	127.49252	1.00742	Papua	Sahu	sahu1245
sah	133.98031	61.69744	Eurasia	Sakha	yaku1245
sao	139.62656	-3.16632	Papua	Sause	saus1247
san	77.0	20.0	Eurasia	Sanskrit	sans1269
sam	35.25798	32.31075	Eurasia	NA	NA
sac	-94.0	40.0	North America	Meskwaki	mesk1242
sab	-81.25648	8.57695	North America	Buglere	bugl1243
saa	18.49058	11.30721	Africa	Saba	saba1276
rme	-78.0	39.0	North America	Archaic Angloromani	angl1239
sag	20.1702033333	6.78584333333	Africa	Sango	sang1328
saf	-2.58467	8.93768	Africa	Safaliba	safa1243
sae	-60.33498	-12.98572	South America	Sabane	saba1268
sad	35.48081	-5.26918	Africa	Sandawe	sand1273
saz	77.94271	9.99172	Eurasia	Saurashtra	saur1248
say	9.71748	9.69441	Africa	Saya	saya1246
sax	168.22772	-15.95342	Papua	Sa	saaa1241
rmk	144.68912	-4.58919	Papua	Romkun	romk1240
sas	116.2841	-8.58349	Papua	Sasak	sasa1249
sar	-65.39446	-11.94232	South America	Saraveca	sara1331
saq	37.05388	1.60735	Africa	Samburu	samb1315
sap	-58.90698	-22.11454	South America	Sanapana (Retired)	sana1281
saw	138.64289	-5.99286	Papua	Sawi	sawi1257
sav	-17.05679	14.62497	Africa	Saafi-Saafi	saaf1238
sau	129.42743	-2.82548	Papua	Saleman	sale1244
sat	87.8185166667	25.0317	Eurasia	Santali	sant1410
zoc	-93.31825	17.21575	North America	Copainala Zoque	copa1236
zoh	-94.69125	16.65428	North America	Chimalapa Zoque	chim1300
rmn	21.17	42.67	Eurasia	Balkan Romani	balk1252
zom	93.92528	24.064925	Eurasia	Zou	zouu1235
zoo	-96.8704	16.8762	North America	Asuncion Mixtepec Zapotec	asun1236
zoq	-93.09679	18.17129	North America	Tabasco Zoque	taba1264
zor	-93.10061	17.29533	North America	Rayon Zoque	rayo1235
zos	-93.36326	17.36536	North America	Francisco Leon Zoque	fran1266
lnb	16.617	-19.593	Africa	Central Wambo	mbal1255
NOCODE_Milang	94.5	28.5	Eurasia	Milang	mila1245
NOCODE_Caijia	115.434262	29.156486	Eurasia	Caijia	caij1234
axx	166.37571	-21.8223	Papua	Xaragure	xara1243
axb	-61.0	-29.0	South America	Abipon	abip1241
axg	-55.869	-13.175	South America	Mato Grosso Arara	mato1253
NOCODE_Litoka	19.24	2.69	Africa	Litoka	lito1235
axe				NA	NA
axk	17.2713	3.6515	Africa	Yaka (Central African Republic)	yaka1272
axl			Australia	Lower Southern Aranda	lowe1436
qok			Eurasia	Old Khmer	oldk1249
xml	101.36596	2.946	Eurasia	Malaysian Sign Language	mala1412
xmm	124.8433	1.48099	Papua	Manado Malay	mala1481
xmo	-61.38581	-8.66822	South America	Morerebi	more1262
xmh	141.62545	-14.09588	Australia	Kuku-Muminh	kuku1283
xmi			South America	Miarra	miar1236
xmj	15.04396	11.143315	Africa	Majera	maje1243
xmd	13.93223	10.46599	Africa	Mbedam	mbed1242
xmf	41.87188	42.51289	Eurasia	Mingrelian	ming1252
xmg	10.33765	5.71399	Africa	Mengaka	meng1264
xma	42.66256	0.00689	Africa	NA	NA
xmb	13.64707	5.7517	Africa	Mbonga	mbon1252
xmc	39.12026	-16.93945	Africa	Makhuwa-Marrevone	makh1262
xmx	130.83335	-1.05325	Papua	Salawati	made1253
xmy	140.33745	-18.11468	Australia	Mayaguduna	maya1280
xmz	121.36984	-2.56016	Papua	Mori Bawah	mori1268
xmt	130.07501	-1.8801	Papua	Matbat	matb1237
xmu	131.0983	-13.53926	Australia	Kamu	kamu1258
xmv	49.24022	-13.21644	Africa	Antankarana Malagasy	anta1255
xmw	48.81024	-15.42937	Africa	Tsimihety Malagasy	tsim1257
xmp	141.70862	-14.20101	Australia	Kuku-Mu'inh	kuku1282
xmq	141.82375	-14.28658	Australia	Kuku-Mangk	kuku1279
xmr	33.7333333333	16.9333333333	Africa	Meroitic	mero1237
xms	-7.69607	32.13896	Africa	Moroccan Sign Language	moro1242
NOCODE_Meherrin			North America	Meherrin	mehe1242
NOCODE_Yanacona			South America	Yanacona	yana1258
vkp	73.00991	19.03482	Eurasia	Korlai Portuguese	korl1238
vkt	117.64535	0.71803	Papua	Tenggarong Kutai Malay	teng1267
vku	117.51025	-22.21338	Australia	Kurrama	kurr1243
vki	6.9861	8.97183	Africa	Ija-Zuba	ijaz1238
vkj	22.19559	11.74732	Africa	Kujarge	kuja1239
vkk	103.5116	-4.6251	Papua	Kaur	kaur1269
vkl	123.04488	-4.58411	Papua	Kulisusu	kuli1254
vkm	-40.34337	-13.06782	South America	Kamakan	kama1372
vko	120.93713	-3.39566	Papua	Kodeoha	kode1237
vka	118.613	-20.445	Australia	Kariyarra	kari1304
NOCODE_Wenro			North America	Wenro	wenr1236
kjb	-91.3043	15.68455	North America	Q'anjob'al	qanj1241
kjc	120.30398	-5.41532	Papua	Coastal Konjo	coas1295
kja	140.26386	-2.57316	Papua	Mlap	mlap1238
kjf	49.576025	36.531725	Eurasia	Khalaj	khal1270
kjg	101.67116	20.246292	Eurasia	Khmu	khmu1256
kjd	143.24381	-8.64889	Papua	Southern Kiwai	sout2949
kje	127.18035	-8.05122	Papua	Kisar	kisa1266
kjj	48.05714	41.18014	Eurasia	Khinalug	khin1240
kjk	119.9278	-5.26559	Papua	Highland Konjo	high1275
kjh	107.169385	50.73933	Eurasia	Khakas	khak1248
kji	158.75344	-7.74311	Papua	Zabana	zaba1237
kjn	143.52986	-16.68067	Australia	Kunjen	kunj1245
kjo	77.064	31.784	Eurasia	Indo-Aryan Kinnauri	hari1246
kjl	82.73479	28.65214	Eurasia	Western Parbate Kham	west2420
kjm	103.73637	21.66243	Eurasia	Khang	khan1274
kjr	137.0182	-1.8444	Papua	Kurudu	kuru1305
kjs	143.93088	-6.32989	Papua	East Kewa	east2516
kjp	98.73551	15.19147	Eurasia	Pwo Eastern Karen	pwoe1235
kjq	-107.51744	34.97325	North America	Western Keres	west2632
kjv			Eurasia	Kajkavian	kajk1237
kjt	99.63822	18.00483	Eurasia	Phrae Pwo Karen	phra1235
kjz	90.80367	27.64941	Eurasia	Bumthangkha	bumt1240
kjx	154.89958	-5.97015	Papua	Ramopa	ramo1245
kjy	143.91778	-6.55011	Papua	Erave	erav1244
NOCODE_Bafoto			Africa	Bafoto	bafo1235
zpy	-96.8791	17.15472	North America	Mazaltepec Zapotec	maza1294
zpx	-96.76197	16.04087	North America	San Baltazar Loxicha Zapotec	sanb1241
zpz	-97.08947	16.49197	North America	Texmelucan Zapotec	texm1235
zpq	-96.34326	17.20157	North America	Zoogocho Zapotec	zoog1238
zpp	-96.99874	16.87424	North America	El Alto Zapotec	elal1235
zps	-96.76826	16.14634	North America	Coatlan Zapotec	coat1243
zpr	-96.21859	15.88362	North America	Santiago Xanica Zapotec	sant1452
NOCODE_Ingain	-54.254151	-24.621052	South America	Ingain	inga1254
zpt	-96.86667	16.28166	North America	San Vicente Coatlan Zapotec	sanv1242
zpw	-97.28758	16.68044	North America	Zaniza Zapotec	zani1235
zpv	-96.5486	16.84594	North America	Chichicapan Zapotec	chic1274
zpi	-96.04857	16.03302	North America	Santa Maria Quiegolani Zapotec	sant1451
zph	-97.08235	16.85537	North America	Totomachapan Zapotec	toto1308
zpk	-95.74145	16.29708	North America	Tlacolulita Zapotec	tlac1240
zpj	-95.67611	16.75649	North America	Quiavicuzas Zapotec	quia1235
zpm	-96.23717	16.17241	North America	Mixtepec Zapotec	mixt1426
zpl	-96.93185	16.72145	North America	Lachixio Zapotec	lach1249
zpo	-96.40033	16.27069	North America	Amatlan Zapotec	amat1238
zpn	-96.75273	16.88416	North America	Santa Ines Yatzechi Zapotec	sant1447
zpa	-95.53673	16.57718	North America	Lachiguiri Zapotec	lach1250
zpc	-95.86562	17.4371	North America	Choapan Zapotec	choa1237
zpb	-95.92825	16.44147	North America	Yautepec Zapotec	yaut1235
zpe	-95.11178	16.80226	North America	Petapa Zapotec	peta1247
zpd	-96.61991	17.25883	North America	Southeastern Ixtlan Zapotec	sout3005
zpg	-95.36408	16.73118	North America	Guevea De Humboldt Zapotec	guev1238
zpf	-96.0899	16.76078	North America	San Pedro Quiatoni Zapotec	sanp1261
fij	178.33	-18.0	Papua	Fijian	fiji1243
yzg	104.44861	23.0105	Eurasia	E'ma Buyang	emab1235
yzk	104.8	23.8	Eurasia	Zokhuo	zokh1238
ygs			Australia	Yolngu Sign Language	yoln1234
gwm				NA	NA
NOCODE_Lower-Darling-Lower-Lachlan	141.5854211	-33.9470874	Australia	Lower Darling-Lower Lachlan	lowe1403
vum	10.64985	-2.17673	Africa	Vumbu	vumb1238
ivb	121.90888	18.93984	Papua	Ibatan	ibat1238
ivv	121.97521	20.38479	Papua	Itbayat	ivat1242
NOCODE_Degere			Africa	Degere	dege1245
vut	11.88393	6.136035	Africa	Vute	vute1244
NOCODE_Southern-Inland-Yuin	148.7238073	-36.30008261	Australia	Southern Inland Yuin	sout2770
NOCODE_Barranbinya			Australia	Barranbinya	barr1252
wpc	-66.58126	4.5621	South America	Maco	maco1239
gdq	51.1511966667	21.4268366667	Eurasia	Mehri	mehr1241
gdr	143.06403	-8.79741	Papua	Wipi	wipi1242
gds			Eurasia	Ghandruk Sign Language	ghan1245
gdt				NA	NA
gdu	12.53591	10.12059	Africa	Gudu	gudu1250
gdx	72.846	24.885	Eurasia	Godwari	godw1241
gda	78.21868	25.8583	Eurasia	Gade Lohar	gade1236
gdb	82.75859	18.5968	Eurasia	Pottangi Ollar Gadaba	pott1240
gdc	144.46003	-18.49205	Australia	Gugu Badhun	gugu1253
gdd	145.78079	-5.18175	Papua	Gedaged	geda1237
gde	13.403045	10.21381	Africa	Gude	gude1246
gdf	13.78934	11.10568	Africa	Guduf-Gava	gudu1252
gdg	121.4552	17.22378	Papua	Ga'dang	gada1258
gdh	129.15553	-15.47863	Australia	Gajirrabeng	gadj1243
gdi	15.73342	3.45973	Africa	Gundi	gund1247
gdj	141.14513	-17.16528	Australia	Gurdjar	gurd1238
gdk	16.997	10.42499	Africa	Gadang	gada1262
gdl	37.40259	5.60452	Africa	Dirasha	dira1242
gdm	17.61425	10.00633	Africa	Laal	laal1242
gdn	149.65773	-9.89671	Papua	Umanakaina	uman1240
gdo	46.22524	42.74276	Eurasia	Godoberi	ghod1238
NOCODE_Central-Southern-Persian-Gypsy			Eurasia	Central-Southern Persian Gypsy	cent2304
fvr	23.64012	12.04551	Africa	Fur	furr1244
NOCODE_Njanga			Africa	Njanga	njan1240
pos	-94.95308	17.86056	North America	Sayula Popoluca	sayu1241
NOCODE_Nasvang			Papua	Nasvang	nasv1234
tvy	125.58973	-8.65995	Papua	Timor Pidgin	timo1258
tvu			Africa	Tunen	tune1261
tvt	95.8	27.161	Eurasia	Tutsa Naga	tuts1235
tvw	120.37752	-1.37295	Papua	Sedoa	sedo1237
tvs	37.70607	-3.41822	Africa	Taveta	tave1240
tvm	129.68667	-8.01195	Papua	Tela-Masbuar	tela1241
tvl	179.17	-8.5	Papua	Tuvalu	tuva1244
tvo	127.74566	0.02461	Papua	Tidore	tido1248
tvn	98.19397	14.107809	Eurasia	Tavoyan	tavo1242
tvk	168.21111	-16.29747	Papua	Southeast Ambrym	sout2859
tve	128.96625	-3.21229	Papua	Te'un	teun1241
tvd	5.22095	10.84208	Africa	Tsuvadi	tsuv1239
tva	156.5421	-6.68712	Papua	Vaghua	vagh1249
NOCODE_Yonggu-Biao	112.07482	23.71539	Eurasia	Yonggu Biao	yong1283
NOCODE_Alacalufe-Central	-71.04126	-53.435719	South America	Alacalufe-Central	alac1240
NOCODE_Yelelihre			South America	Yelelihre	yele1238
jgo	10.23704	5.63067	Africa	Ngomba	ngom1272
dds	-3.51468	14.34019	Africa	Donno So Dogon	donn1239
jgb	27.65292	3.60447	Africa	Ngbee	ngbe1238
ddw	130.05955	-7.76324	Papua	Dawera-Daweloor	dawe1237
jge	34.75	31.5	Eurasia	NA	NA
ddj	128.26205	-18.32879	Australia	Jaru	jaru1254
ddi	150.16758	-9.38654	Papua	Diodio	diod1237
ddo	45.80959	42.26458	Eurasia	Tsez	dido1241
ddn	3.49109	11.66822	Africa	Dendi (Benin)	dend1243
ddg	127.08042	-8.49464	Papua	Fataluku	fata1247
dde	13.56413	-4.30483	Africa	Doondo	doon1238
ddd	33.24287	4.43426	Africa	Dongotono	dong1294
acc			North America	Achi', Cubulco	achi1258
acb	11.10872	6.66524	Africa	Ánca	anca1236
